6AF68846-7AD0-44AD-92C9-3806D3DC893B#appfire#F543B458-B72E-4FD4-8196-930A3E8F7026#appfire#3#appfire#3#appfire#socket.udp.syslog#appfire#0#appfire#SyslogConnector#appfire#com.spartan.sprinkler.connectors.syslog.SyslogConnector#appfire#0#appfire#1#appfire#\N#appfire#2015-11-18 23:10:28#appfire#\N#appfire#2015-11-18 23:10:28#appfire#1
9391E5A8-8F65-4FB9-8EAA-38D18238319D#appfire#F543B458-B72E-4FD4-8196-930A3E8F7026#appfire#3#appfire#4#appfire#socket.tcp.server#appfire#0#appfire#TCPSocketConnector#appfire#com.spartan.sprinkler.connectors.socket.SocketConnector#appfire#0#appfire#1#appfire#\N#appfire#2015-11-18 23:10:28#appfire#\N#appfire#2015-11-18 23:10:28#appfire#1
A60D143C-7376-4DE4-B6ED-584DC63E88AD#appfire#F543B458-B72E-4FD4-8196-930A3E8F7026#appfire#2#appfire#2#appfire#db.connector#appfire#1#appfire#DatabaseConnector#appfire#com.spartan.sprinkler.connectors.db.DBConnector#appfire#1#appfire#1#appfire#\N#appfire#2015-11-18 23:10:28#appfire#\N#appfire#2015-11-18 23:10:28#appfire#1
D1244462-67E7-4B74-A524-15CD1EAAF2BE#appfire#F543B458-B72E-4FD4-8196-930A3E8F7026#appfire#2#appfire#1#appfire#file.connector#appfire#1#appfire#FileConnector#appfire#com.spartan.sprinkler.connectors.file.FileConnector#appfire#1#appfire#1#appfire#\N#appfire#2015-11-18 23:10:28#appfire#\N#appfire#2015-11-18 23:10:28#appfire#1
