01C5E245-20F8-4617-95C4-E11394DA57FB#appfire#Health#appfire#1,2,-1,-1#appfire#3#appfire#5000#appfire#1#appfire#1#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#1
1B9CFB56-F330-4285-A4A5-4F40D3C6DC83#appfire#BUSINESS Service#appfire#1,2,-1,-1#appfire#3#appfire#3000#appfire#1#appfire#1#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#1
6E28892A-4559-4764-AD60-5FB317A5A665#appfire#Security#appfire#1,2,-1,-1#appfire#3#appfire#4000#appfire#1#appfire#1#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#1
D205197B-A6A9-4A40-8E92-2CD5C1053267#appfire#Repository/Database Operations#appfire#1,2,-1,-1#appfire#3#appfire#2000#appfire#1#appfire#1#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#1
F85783B8-E1F1-4DB6-B1C5-C569F3FE0B68#appfire#RESTful SERVICES#appfire#1,2,-1,-1#appfire#3#appfire#1000#appfire#1#appfire#1#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-11-18 23:10:28#appfire#1
