2517A70C-0BC1-4BF9-89F5-5867E8460206#appfire#B3E6D223-B21D-4307-A6F3-CFB26DC5F325#appfire#alarm.volume#appfire#100000#appfire##appfire#Alarm Volume#appfire#1#appfire#\N#appfire#2015-11-18 23:11:39#appfire#\N#appfire#2015-11-18 23:11:39#appfire#1
49D4F196-6FAC-4128-B62D-9D11E4EC8C46#appfire#B3E6D223-B21D-4307-A6F3-CFB26DC5F325#appfire#refresh.frequency#appfire#0#appfire#Refresh Time to reload this configuration file In a production environment, if you want to debug a specific component you can change the Alarm Log Levels (for specific Target like File, DB etc) of that specific components. Once the configuration is refreshed new Log Events will be written to the configured Target (File, DB etc). This will help to isolate and troubleshoot a production environment without shutting down the application. #appfire#Refresh Frequency#appfire#1#appfire#\N#appfire#2015-11-18 23:11:39#appfire#\N#appfire#2015-11-18 23:11:39#appfire#1
8EDFFB8D-A9DC-47C2-A3B9-4CE759281C31#appfire#B3E6D223-B21D-4307-A6F3-CFB26DC5F325#appfire#alarm.queue#appfire#0#appfire#Logging Framework is Asynchronous in nature. Log Events goes to the Queue first and connectors takes the event from the queue for processing. Event Queue Type 0 - Circular Queue (RECOMMENDED) 1 - Infinite Queue with Initial Capacity and events will be wrapped in Soft References (JVM will garbage collect these soft references when it runs out of memory). 2 - Infinite Queue (NOT RECOMMENDED)#appfire#Alarm Queue Type#appfire#1#appfire#\N#appfire#2015-11-18 23:11:39#appfire#\N#appfire#2015-11-18 23:11:39#appfire#1
